time,Clock_1.out_0,Voltage_Steps.out_0,Load_Torque_Steps.out_0,Clock_0.out_0,DC_Motor.Adder_3.out_0,DC_Motor.Adder_1.out_0,DC_Motor.Current,DC_Motor.a2.out_0,DC_Motor.Voltage.out_0,DC_Motor.a3.out_0,DC_Motor.a1.out_0,DC_Motor.Adder_2.out_0,DC_Motor.a4.out_0,DC_Motor.x1_current.out_0,DC_Motor.Rotor_Shaft_Speed,DC_Motor.random_noise1.PythonScript_0.out_0,DC_Motor.random_noise1.Outport_0,DC_Motor.random_noise1.Clock_0.out_0,DC_Motor.b2.out_0,DC_Motor.b1.out_0,DC_Motor.Load_torque.out_0,DC_Motor.random_noise2.PythonScript_0.out_0,DC_Motor.random_noise2.Clock_0.out_0,DC_Motor.random_noise2.Outport_0,DC_Motor.x2_speed.out_0,DC_Motor.Adder_0.out_0
1.8789999999999999e+01,1.8789999999999999e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8789999999999999e+01,8.2479609071890508e+01,7.4287243023718474e-12,1.0810183833298847e+01,4.4514958131404427e+01,8.0000000000000000e+00,1.6061994653732816e+03,1.8405647044002461e+02,1.0810183833298847e+01,6.1994653732741263e+00,1.0736627442334770e+01,8.2479609071890508e+01,9.0769626565201078e-01,9.0769626565201078e-01,1.8789999999999999e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,7.3556390964077178e-02,1.8789999999999999e+01,7.3556390964077178e-02,8.1571912806238501e+01,-4.8316906031686813e-13
1.8800000000000001e+01,1.8800000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8800000000000001e+01,8.3444004883494571e+01,6.5139005300807185e-12,1.0866591160962439e+01,4.4514958131404470e+01,8.0000000000000000e+00,1.6061994653732806e+03,1.8405647044002453e+02,1.0866591160962439e+01,6.1994653732741316e+00,1.0736627442334765e+01,8.3444004883494571e+01,1.8720920772559966e+00,1.8720920772559966e+00,1.8800000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.2996371862767447e-01,1.8800000000000001e+01,1.2996371862767447e-01,8.1571912806238572e+01,-4.2632564145606011e-13
1.8809999999999999e+01,1.8809999999999999e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8809999999999999e+01,8.2388989880919624e+01,6.0547122870957537e-12,1.0959529919231478e+01,4.4514958131404498e+01,8.0000000000000000e+00,1.6061994653732802e+03,1.8405647044002447e+02,1.0959529919231478e+01,6.1994653732741360e+00,1.0736627442334761e+01,8.2388989880919624e+01,8.1707707468098945e-01,8.1707707468098945e-01,1.8809999999999999e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,2.2290247689671677e-01,1.8809999999999999e+01,2.2290247689671677e-01,8.1571912806238629e+01,-4.2632564145606011e-13
1.8820000000000000e+01,1.8820000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8820000000000000e+01,8.3371645319560770e+01,5.5964122225304891e-12,1.0920725940043368e+01,4.4514958131404534e+01,8.0000000000000000e+00,1.6061994653732797e+03,1.8405647044002441e+02,1.0920725940043368e+01,6.1994653732741396e+00,1.0736627442334758e+01,8.3371645319560770e+01,1.7997325133220803e+00,1.7997325133220803e+00,1.8820000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.8409849770861086e-01,1.8820000000000000e+01,1.8409849770861086e-01,8.1571912806238686e+01,-3.9790393202565610e-13
1.8830000000000002e+01,1.8830000000000002e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8830000000000002e+01,8.3137205128242002e+01,4.9098503041022923e-12,1.1118442038708269e+01,4.4514958131404562e+01,8.0000000000000000e+00,1.6061994653732791e+03,1.8405647044002436e+02,1.1118442038708269e+01,6.1994653732741440e+00,1.0736627442334754e+01,8.3137205128242002e+01,1.5652923220032624e+00,1.5652923220032624e+00,1.8830000000000002e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,3.8181459637351484e-01,1.8830000000000002e+01,3.8181459637351484e-01,8.1571912806238743e+01,-3.6948222259525210e-13
1.8840000000000000e+01,1.8840000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8840000000000000e+01,8.3128751889552447e+01,4.4515502395370277e-12,1.1200327804052653e+01,4.4514958131404583e+01,8.0000000000000000e+00,1.6061994653732786e+03,1.8405647044002430e+02,1.1200327804052653e+01,6.1994653732741476e+00,1.0736627442334751e+01,8.3128751889552447e+01,1.5568390833136632e+00,1.5568390833136632e+00,1.8840000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,4.6370036171790291e-01,1.8840000000000000e+01,4.6370036171790291e-01,8.1571912806238785e+01,-3.1263880373444408e-13
1.8850000000000001e+01,1.8850000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8850000000000001e+01,8.4168146231389116e+01,3.9932501749717630e-12,1.0892976345378408e+01,4.4514958131404605e+01,8.0000000000000000e+00,1.6061994653732781e+03,1.8405647044002424e+02,1.0892976345378408e+01,6.1994653732741511e+00,1.0736627442334747e+01,8.4168146231389116e+01,2.5962334251502921e+00,2.5962334251502921e+00,1.8850000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.5634890304366045e-01,1.8850000000000001e+01,1.5634890304366045e-01,8.1571912806238828e+01,-2.8421709430404007e-13
1.8859999999999999e+01,1.8859999999999999e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8859999999999999e+01,8.2327295000102325e+01,3.3084646133829665e-12,1.1178103508864835e+01,4.4514958131404633e+01,8.0000000000000000e+00,1.6061994653732775e+03,1.8405647044002416e+02,1.1178103508864835e+01,6.1994653732741538e+00,1.0736627442334743e+01,8.2327295000102325e+01,7.5538219386345684e-01,7.5538219386345684e-01,1.8859999999999999e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,4.4147606653009125e-01,1.8859999999999999e+01,4.4147606653009125e-01,8.1571912806238871e+01,-2.2737367544323206e-13
1.8870000000000001e+01,1.8870000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8870000000000001e+01,8.2327413759134600e+01,3.0784264026806341e-12,1.1051587333597841e+01,4.4514958131404647e+01,8.0000000000000000e+00,1.6061994653732772e+03,1.8405647044002413e+02,1.1051587333597841e+01,6.1994653732741565e+00,1.0736627442334742e+01,8.2327413759134600e+01,7.5550095289569708e-01,7.5550095289569708e-01,1.8870000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,3.1495989126309976e-01,1.8870000000000001e+01,3.1495989126309976e-01,8.1571912806238899e+01,-2.2737367544323206e-13
1.8879999999999999e+01,1.8879999999999999e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8879999999999999e+01,8.3462464660725914e+01,2.8492763703980017e-12,1.1136247581449544e+01,4.4514958131404661e+01,8.0000000000000000e+00,1.6061994653732770e+03,1.8405647044002410e+02,1.1136247581449544e+01,6.1994653732741583e+00,1.0736627442334740e+01,8.3462464660725914e+01,1.8905518544869886e+00,1.8905518544869886e+00,1.8879999999999999e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,3.9962013911480437e-01,1.8879999999999999e+01,3.9962013911480437e-01,8.1571912806238927e+01,-1.9895196601282805e-13
1.8890000000000001e+01,1.8890000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8890000000000001e+01,8.2843709170540137e+01,2.6192381596956693e-12,1.0849667349207310e+01,4.4514958131404676e+01,8.0000000000000000e+00,1.6061994653732768e+03,1.8405647044002407e+02,1.0849667349207310e+01,6.1994653732741609e+00,1.0736627442334738e+01,8.2843709170540137e+01,1.2717963643011798e+00,1.2717963643011798e+00,1.8890000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.1303990687257259e-01,1.8890000000000001e+01,1.1303990687257259e-01,8.1571912806238956e+01,-1.9895196601282805e-13
1.8900000000000002e+01,1.8900000000000002e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8900000000000002e+01,8.4218395631748351e+01,2.3900881274130370e-12,1.1087921900316319e+01,4.4514958131404690e+01,8.0000000000000000e+00,1.6061994653732766e+03,1.8405647044002404e+02,1.1087921900316319e+01,6.1994653732741627e+00,1.0736627442334736e+01,8.4218395631748351e+01,2.6464828255093602e+00,2.6464828255093602e+00,1.8900000000000002e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,3.5129445798158265e-01,1.8900000000000002e+01,3.5129445798158265e-01,8.1571912806238984e+01,-1.7053025658242404e-13
1.8910000000000000e+01,1.8910000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8910000000000000e+01,8.3864606655681897e+01,2.1609380951304047e-12,1.0737290731712653e+01,4.4514958131404711e+01,8.0000000000000000e+00,1.6061994653732763e+03,1.8405647044002401e+02,1.0737290731712653e+01,6.1994653732741645e+00,1.0736627442334735e+01,8.3864606655681897e+01,2.2926938494428901e+00,2.2926938494428901e+00,1.8910000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,6.6328937791843012e-04,1.8910000000000000e+01,6.6328937791843012e-04,8.1571912806239013e+01,-1.7053025658242404e-13
1.8920000000000002e+01,1.8920000000000002e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8920000000000002e+01,8.2203229824281919e+01,1.7044143874045403e-12,1.0875181311322342e+01,4.4514958131404718e+01,8.0000000000000000e+00,1.6061994653732759e+03,1.8405647044002399e+02,1.0875181311322342e+01,6.1994653732741662e+00,1.0736627442334733e+01,8.2203229824281919e+01,6.3131701804289131e-01,6.3131701804289131e-01,1.8920000000000002e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.3855386898760874e-01,1.8920000000000002e+01,1.3855386898760874e-01,8.1571912806239027e+01,-1.4210854715202004e-13
1.8930000000000000e+01,1.8930000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8930000000000000e+01,8.3733826605995262e+01,1.4761525335416081e-12,1.0756934843275594e+01,4.4514958131404725e+01,8.0000000000000000e+00,1.6061994653732756e+03,1.8405647044002396e+02,1.0756934843275594e+01,6.1994653732741671e+00,1.0736627442334731e+01,8.3733826605995262e+01,2.1619137997562170e+00,2.1619137997562170e+00,1.8930000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,2.0307400940863474e-02,1.8930000000000000e+01,2.0307400940863474e-02,8.1571912806239041e+01,-1.4210854715202004e-13
1.8940000000000001e+01,1.8940000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8940000000000001e+01,8.2430975114417564e+01,1.2478906796786760e-12,1.1101539726952975e+01,4.4514958131404732e+01,8.0000000000000000e+00,1.6061994653732754e+03,1.8405647044002393e+02,1.1101539726952975e+01,6.1994653732741680e+00,1.0736627442334729e+01,8.2430975114417564e+01,8.5906230817850604e-01,8.5906230817850604e-01,1.8940000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,3.6491228461824504e-01,1.8940000000000001e+01,3.6491228461824504e-01,8.1571912806239055e+01,-1.1368683772161603e-13
1.8949999999999999e+01,1.8949999999999999e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8949999999999999e+01,8.3726673379937679e+01,1.0196288258157438e-12,1.0993118500055298e+01,4.4514958131404740e+01,8.0000000000000000e+00,1.6061994653732752e+03,1.8405647044002390e+02,1.0993118500055298e+01,6.1994653732741689e+00,1.0736627442334727e+01,8.3726673379937679e+01,2.1547605736986153e+00,2.1547605736986153e+00,1.8949999999999999e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,2.5649105772057024e-01,1.8949999999999999e+01,2.5649105772057024e-01,8.1571912806239069e+01,-8.5265128291212022e-14
1.8960000000000001e+01,1.8960000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8960000000000001e+01,8.2302658116958952e+01,1.0187406473960436e-12,1.0791115125402737e+01,4.4514958131404747e+01,8.0000000000000000e+00,1.6061994653732752e+03,1.8405647044002390e+02,1.0791115125402737e+01,6.1994653732741698e+00,1.0736627442334727e+01,8.2302658116958952e+01,7.3074531071986792e-01,7.3074531071986792e-01,1.8960000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,5.4487683068010051e-02,1.8960000000000001e+01,5.4487683068010051e-02,8.1571912806239084e+01,-8.5265128291212022e-14
1.8969999999999999e+01,1.8969999999999999e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8969999999999999e+01,8.1574261270795816e+01,1.0169642905566434e-12,1.0824227042500606e+01,4.4514958131404754e+01,8.0000000000000000e+00,1.6061994653732752e+03,1.8405647044002390e+02,1.0824227042500606e+01,6.1994653732741716e+00,1.0736627442334727e+01,8.1574261270795816e+01,2.3484645567178886e-03,2.3484645567178886e-03,1.8969999999999999e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,8.7599600165877978e-02,1.8969999999999999e+01,8.7599600165877978e-02,8.1571912806239098e+01,-8.5265128291212022e-14
1.8980000000000000e+01,1.8980000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8980000000000000e+01,8.2043564299476316e+01,7.8870243669371121e-13,1.0949307026549876e+01,4.4514958131404761e+01,8.0000000000000000e+00,1.6061994653732750e+03,1.8405647044002387e+02,1.0949307026549876e+01,6.1994653732741725e+00,1.0736627442334726e+01,8.2043564299476316e+01,4.7165149323720224e-01,4.7165149323720224e-01,1.8980000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,2.1267958421515132e-01,1.8980000000000000e+01,2.1267958421515132e-01,8.1571912806239112e+01,-8.5265128291212022e-14
1.8990000000000002e+01,1.8990000000000002e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.8990000000000002e+01,8.2640091128256074e+01,7.8781425827401108e-13,1.1113788778419099e+01,4.4514958131404768e+01,8.0000000000000000e+00,1.6061994653732750e+03,1.8405647044002387e+02,1.1113788778419099e+01,6.1994653732741734e+00,1.0736627442334726e+01,8.2640091128256074e+01,1.0681783220169527e+00,1.0681783220169527e+00,1.8990000000000002e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,3.7716133608437408e-01,1.8990000000000002e+01,3.7716133608437408e-01,8.1571912806239126e+01,-8.5265128291212022e-14
1.9000000000000000e+01,1.9000000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9000000000000000e+01,8.3472354944192489e+01,7.8692607985431096e-13,1.1147754799420975e+01,4.4514958131404775e+01,8.0000000000000000e+00,1.6061994653732750e+03,1.8405647044002387e+02,1.1147754799420975e+01,6.1994653732741742e+00,1.0736627442334726e+01,8.3472354944192489e+01,1.9004421379533545e+00,1.9004421379533545e+00,1.9000000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,4.1112735708624898e-01,1.9000000000000000e+01,4.1112735708624898e-01,8.1571912806239141e+01,-8.5265128291212022e-14
1.9010000000000002e+01,1.9010000000000002e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9010000000000002e+01,8.1691888039474719e+01,5.5777604757167865e-13,1.0955741508847625e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0955741508847625e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.1691888039474719e+01,1.1997523323556747e-01,1.1997523323556747e-01,1.9010000000000002e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,2.1911406651290133e-01,1.9010000000000002e+01,2.1911406651290133e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9020000000000000e+01,1.9020000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9020000000000000e+01,8.3539038341633116e+01,5.5777604757167865e-13,1.0744907609478279e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0744907609478279e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.3539038341633116e+01,1.9671255353939650e+00,1.9671255353939650e+00,1.9020000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,8.2801671435550062e-03,1.9020000000000000e+01,8.2801671435550062e-03,8.1571912806239155e+01,-8.5265128291212022e-14
1.9030000000000001e+01,1.9030000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9030000000000001e+01,8.2904804578300542e+01,5.5777604757167865e-13,1.1006390848615521e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.1006390848615521e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.2904804578300542e+01,1.3328917720613918e+00,1.3328917720613918e+00,1.9030000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,2.6976340628079726e-01,1.9030000000000001e+01,2.6976340628079726e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9039999999999999e+01,1.9039999999999999e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9039999999999999e+01,8.1889203825306581e+01,5.5777604757167865e-13,1.0910470687109232e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0910470687109232e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.1889203825306581e+01,3.1729101906742740e-01,3.1729101906742740e-01,1.9039999999999999e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.7384324477450780e-01,1.9039999999999999e+01,1.7384324477450780e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9050000000000001e+01,1.9050000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9050000000000001e+01,8.3739964051355443e+01,5.5777604757167865e-13,1.1184455642348858e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.1184455642348858e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.3739964051355443e+01,2.1680512451162857e+00,2.1680512451162857e+00,1.9050000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,4.4782820001413426e-01,1.9050000000000001e+01,4.4782820001413426e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9059999999999999e+01,1.9059999999999999e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9059999999999999e+01,8.4380476542695092e+01,5.5777604757167865e-13,1.0748409640353518e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0748409640353518e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.4380476542695092e+01,2.8085637364559397e+00,2.8085637364559397e+00,1.9059999999999999e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.1782198018794487e-02,1.9059999999999999e+01,1.1782198018794487e-02,8.1571912806239155e+01,-8.5265128291212022e-14
1.9070000000000000e+01,1.9070000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9070000000000000e+01,8.2055527515993745e+01,5.5777604757167865e-13,1.1230830906621133e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.1230830906621133e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.2055527515993745e+01,4.8361470975459375e-01,4.8361470975459375e-01,1.9070000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,4.9420346428640866e-01,1.9070000000000000e+01,4.9420346428640866e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9080000000000002e+01,1.9080000000000002e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9080000000000002e+01,8.4386607395460402e+01,5.5777604757167865e-13,1.1164330245677798e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.1164330245677798e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.4386607395460402e+01,2.8146945892212534e+00,2.8146945892212534e+00,1.9080000000000002e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,4.2770280334307331e-01,1.9080000000000002e+01,4.2770280334307331e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9090000000000000e+01,1.9090000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9090000000000000e+01,8.3208174617035951e+01,5.5777604757167865e-13,1.1099667041204958e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.1099667041204958e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.3208174617035951e+01,1.6362618107967890e+00,1.6362618107967890e+00,1.9090000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,3.6303959887023352e-01,1.9090000000000000e+01,3.6303959887023352e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9100000000000001e+01,1.9100000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9100000000000001e+01,8.3316179928776492e+01,5.5777604757167865e-13,1.0739524361287565e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0739524361287565e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.3316179928776492e+01,1.7442671225373405e+00,1.7442671225373405e+00,1.9100000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,2.8969189528409989e-03,1.9100000000000001e+01,2.8969189528409989e-03,8.1571912806239155e+01,-8.5265128291212022e-14
1.9109999999999999e+01,1.9109999999999999e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9109999999999999e+01,8.1659807278568849e+01,5.5777604757167865e-13,1.1048258512377972e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.1048258512377972e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.1659807278568849e+01,8.7894472329686835e-02,8.7894472329686835e-02,1.9109999999999999e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,3.1163107004324764e-01,1.9109999999999999e+01,3.1163107004324764e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9120000000000001e+01,1.9120000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9120000000000001e+01,8.3073972677463928e+01,5.5777604757167865e-13,1.0798377735385802e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0798377735385802e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.3073972677463928e+01,1.5020598712247764e+00,1.5020598712247764e+00,1.9120000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,6.1750293051077654e-02,1.9120000000000001e+01,6.1750293051077654e-02,8.1571912806239155e+01,-8.5265128291212022e-14
1.9129999999999999e+01,1.9129999999999999e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9129999999999999e+01,8.2372610124723181e+01,5.5777604757167865e-13,1.0748977803126472e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0748977803126472e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.2372610124723181e+01,8.0069731848402081e-01,8.0069731848402081e-01,1.9129999999999999e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.2350360791747561e-02,1.9129999999999999e+01,1.2350360791747561e-02,8.1571912806239155e+01,-8.5265128291212022e-14
1.9140000000000001e+01,1.9140000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9140000000000001e+01,8.1700969090390032e+01,5.5777604757167865e-13,1.1050866594013444e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.1050866594013444e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.1700969090390032e+01,1.2905628415087511e-01,1.2905628415087511e-01,1.9140000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,3.1423915167871980e-01,1.9140000000000001e+01,3.1423915167871980e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9150000000000002e+01,1.9150000000000002e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9150000000000002e+01,8.3042196597689752e+01,5.5777604757167865e-13,1.0915890848390532e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0915890848390532e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.3042196597689752e+01,1.4702837914506031e+00,1.4702837914506031e+00,1.9150000000000002e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.7926340605580848e-01,1.9150000000000002e+01,1.7926340605580848e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9160000000000000e+01,1.9160000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9160000000000000e+01,8.2425889859058600e+01,5.5777604757167865e-13,1.0818396804167751e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0818396804167751e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.2425889859058600e+01,8.5397705281944780e-01,8.5397705281944780e-01,1.9160000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,8.1769361833026244e-02,1.9160000000000000e+01,8.1769361833026244e-02,8.1571912806239155e+01,-8.5265128291212022e-14
1.9170000000000002e+01,1.9170000000000002e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9170000000000002e+01,8.2693196691665008e+01,5.5777604757167865e-13,1.1180341894803737e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.1180341894803737e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.2693196691665008e+01,1.1212838854258478e+00,1.1212838854258478e+00,1.9170000000000002e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,4.4371445246901303e-01,1.9170000000000002e+01,4.4371445246901303e-01,8.1571912806239155e+01,-8.5265128291212022e-14
1.9180000000000000e+01,1.9180000000000000e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9180000000000000e+01,8.2190601629143103e+01,5.5777604757167865e-13,1.0749748918756785e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0749748918756785e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.2190601629143103e+01,6.1868882290395344e-01,6.1868882290395344e-01,1.9180000000000000e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.3121476422061351e-02,1.9180000000000000e+01,1.3121476422061351e-02,8.1571912806239155e+01,-8.5265128291212022e-14
1.9190000000000001e+01,1.9190000000000001e+01,8.0000000000000000e+00,2.0000000000000001e-01,1.9190000000000001e+01,8.4539450834138307e+01,5.5777604757167865e-13,1.0748599111114515e+01,4.4514958131404789e+01,8.0000000000000000e+00,1.6061994653732747e+03,1.8405647044002384e+02,1.0748599111114515e+01,6.1994653732741760e+00,1.0736627442334724e+01,8.4539450834138307e+01,2.9675380278991490e+00,2.9675380278991490e+00,1.9190000000000001e+01,1.6000000000000000e+03,2.2857142857142856e+02,2.0000000000000001e-01,1.1971668779790667e-02,1.9190000000000001e+01,1.1971668779790667e-02,8.1571912806239155e+01,-8.5265128291212022e-14
